CAR;PV;nbki;ind_noNbki;equi;ind_noEqui;def90_365
б/у;0.1567;0;1;419;0;0
новый;0.3031;585;0;452;0;0
б/у;0.1611;483;0;0;1;0
б/у;0.1566;0;1;479;0;0
б/у;0.16;784;0;641;0;0
новый;0.3926;736;0;619;0;0
б/у;0.1503;624;0;533;0;0
новый;0.1502;0;1;0;1;0
новый;0.5627;0;1;0;1;0
б/у;0.309;759;0;756;0;0
б/у;0.5605;723;0;651;0;0
новый;0.7202;722;0;594;0;0
б/у;0.15;580;0;465;0;1
новый;0.159;575;0;301;0;0
б/у;0.3111;600;0;501;0;0
б/у;0.1571;780;0;0;1;0
новый;0.3877;586;0;423;0;0
б/у;0.1515;682;0;596;0;0
б/у;0.1667;672;0;409;0;0
новый;0.3349;0;1;537;0;0
б/у;0.1639;0;1;0;1;0
новый;0.103;496;0;480;0;0
новый;0.1037;510;0;259;0;0
новый;0.3175;701;0;0;1;0
новый;0.6645;695;0;701;0;0
б/у;0.3846;695;0;0;1;0
новый;0.1988;747;0;718;0;0
б/у;0.1633;718;0;632;0;0
б/у;0.1615;581;0;487;0;0
новый;0.4003;726;0;588;0;0
новый;0.1503;0;1;0;1;0
новый;0.4157;730;0;591;0;0
новый;0.2;609;0;512;0;0
новый;0.1633;644;0;426;0;0
новый;0.2;0;1;565;0;0
новый;0.3056;691;0;666;0;0
б/у;0.1633;637;0;0;1;1
б/у;0.15;0;1;610;0;0
б/у;0.1505;680;0;0;1;0
б/у;0.2381;0;1;0;1;0
новый;0.4575;0;1;0;1;0
новый;0.4;0;1;0;1;0
б/у;0.1884;434;0;367;0;1
новый;0.1546;730;0;720;0;0
новый;0.3775;738;0;0;1;0
новый;0.2315;480;0;440;0;0
новый;0.2005;653;0;623;0;0
новый;0.1372;585;0;0;1;0
новый;0.1434;0;1;0;1;0
б/у;0.175;627;0;476;0;0
новый;0.1505;695;0;623;0;0
новый;0.1783;651;0;492;0;1
новый;0.2071;440;0;361;0;0
новый;0.4638;727;0;670;0;0
б/у;0.6219;490;0;501;0;0
новый;0.2042;774;0;0;1;0
новый;0.1;0;1;0;1;0
новый;0.2138;640;0;551;0;0
новый;0.1166;787;0;617;0;0
новый;0.1124;705;0;700;0;0
б/у;0.2;707;0;499;0;0
б/у;0.4765;770;0;553;0;0
б/у;0.1535;747;0;484;0;0
б/у;0.4805;679;0;444;0;0
новый;0.1023;708;0;526;0;0
новый;0.4094;671;0;589;0;0
б/у;0.2;694;0;575;0;0
новый;0.1948;760;0;694;0;0
новый;0.1309;688;0;752;0;0
новый;0.1001;760;0;602;0;0
новый;0.4425;717;0;674;0;0
б/у;0.15;794;0;577;0;0
б/у;0.2;0;1;466;0;0
новый;0.3265;657;0;611;0;0
новый;0.1008;694;0;507;0;0
новый;0.437;533;0;408;0;0
новый;0.4608;710;0;494;0;0
новый;0.5834;757;0;711;0;0
новый;0.3492;0;1;0;1;0
новый;0.3356;684;0;606;0;0
новый;0.1001;0;1;0;1;0
новый;0.5426;738;0;645;0;0
б/у;0.5714;674;0;0;1;0
новый;0.3165;655;0;635;0;0
новый;0.3304;0;1;0;1;0
новый;0.1517;716;0;642;0;0
новый;0.1503;626;0;0;1;0
новый;0.2376;0;1;0;1;0
новый;0.1;763;0;595;0;0
новый;0.1548;0;1;0;1;0
новый;0.4171;0;1;610;0;0
б/у;0.32;559;0;463;0;0
новый;0.423;776;0;0;1;0
новый;0.2;0;1;0;1;0
б/у;0.2;607;0;409;0;0
новый;0.3209;554;0;582;0;0
новый;0.2416;0;1;0;1;0
новый;0.15;0;1;432;0;0
новый;0.1507;0;1;0;1;0
новый;0.2474;620;0;463;0;0
новый;0.5102;741;0;639;0;0
б/у;0.5333;0;1;0;1;0
б/у;0.7778;699;0;639;0;0
новый;0.1154;631;0;444;0;0
б/у;0.2;575;0;524;0;0
новый;0.1767;623;0;435;0;0
новый;0.1003;0;1;644;0;0
новый;0.7753;756;0;0;1;0
новый;0.1;663;0;618;0;0
новый;0.4732;650;0;531;0;0
новый;0.1583;598;0;447;0;0
новый;0.562;723;0;608;0;0
б/у;0.2586;650;0;495;0;0
новый;0.1002;704;0;575;0;0
новый;0.3802;0;1;0;1;0
новый;0.1502;697;0;565;0;0
б/у;0.2;584;0;487;0;0
б/у;0.5714;0;1;654;0;0
новый;0.3004;741;0;604;0;0
новый;0.3155;585;0;544;0;0
б/у;0.2764;680;0;468;0;0
новый;0.3282;420;0;670;0;0
б/у;0.159;624;0;507;0;0
б/у;0.1613;638;0;582;0;0
б/у;0.2353;600;0;412;0;0
б/у;0.15;0;1;0;1;0
новый;0.3011;627;0;570;0;0
новый;0.1517;696;0;0;1;0
новый;0.2887;0;1;499;0;0
новый;0.2049;731;0;593;0;0
новый;0.665;0;1;626;0;0
новый;0.4823;686;0;611;0;0
новый;0.15;632;0;507;0;0
новый;0.2899;633;0;659;0;0
новый;0.1;421;0;606;0;0
б/у;0.2162;0;1;381;0;0
новый;0.114;0;1;541;0;0
новый;0.1029;757;0;757;0;0
б/у;0.2133;692;0;588;0;0
новый;0.1538;789;0;0;1;0
новый;0.2218;606;0;0;1;0
б/у;0.15;0;1;516;0;1
б/у;0.4248;733;0;569;0;0
б/у;0.15;754;0;606;0;1
новый;0.7;0;1;0;1;0
новый;0.1505;742;0;632;0;0
новый;0.3929;0;1;0;1;0
новый;0.1014;684;0;0;1;0
б/у;0.2;0;1;0;1;1
б/у;0.1667;553;0;287;0;0
новый;0.1516;0;1;625;0;0
новый;0.1769;0;1;417;0;0
новый;0.6453;709;0;0;1;0
новый;0.1509;709;0;595;0;0
новый;0.4274;712;0;0;1;0
новый;0.1516;0;1;564;0;0
новый;0.4027;0;1;644;0;0
новый;0.3515;741;0;740;0;0
б/у;0.1535;609;0;494;0;0
новый;0.1502;589;0;462;0;0
б/у;0.15;650;0;688;0;0
б/у;0.15;615;0;439;0;0
новый;0.325;598;0;0;1;0
б/у;0.15;767;0;636;0;0
б/у;0.15;0;1;0;1;0
новый;0.1161;652;0;0;1;0
новый;0.1;603;0;652;0;0
новый;0.63;703;0;513;0;0
новый;0.3662;746;0;658;0;0
новый;0.1537;737;0;524;0;0
б/у;0.3814;766;0;627;0;0
б/у;0.1754;672;0;650;0;0
б/у;0.3256;730;0;658;0;0
новый;0.4319;0;1;609;0;0
б/у;0.15;632;0;514;0;0
новый;0.3;718;0;0;1;0
новый;0.1538;578;0;463;0;0
новый;0.4309;722;0;0;1;0
новый;0.1957;0;1;0;1;0
новый;0.1002;642;0;602;0;0
б/у;0.1542;735;0;583;0;0
новый;0.1193;0;1;0;1;0
новый;0.2185;0;1;697;0;0
новый;0.1536;642;0;520;0;0
новый;0.4706;749;0;570;0;0
новый;0.1513;714;0;495;0;0
новый;0.2;660;0;624;0;0
новый;0.1139;652;0;475;0;0
новый;0.3023;732;0;497;0;0
новый;0.3008;0;1;636;0;0
новый;0.4733;617;0;663;0;0
новый;0.1504;600;0;580;0;0
б/у;0.6196;596;0;426;0;0
новый;0.137;728;0;746;0;0
б/у;0.15;706;0;536;0;1
б/у;0.1587;679;0;528;0;0
б/у;0.2041;0;1;558;0;0
новый;0.6433;616;0;414;0;0
новый;0.1502;0;1;0;1;0
б/у;0.2581;446;0;0;1;0
новый;0.4;605;0;627;0;1
новый;0.5967;0;1;653;0;0
новый;0.1585;0;1;0;1;0
б/у;0.1591;706;0;509;0;0
б/у;0.3012;0;1;0;1;1
б/у;0.2103;0;1;0;1;0
б/у;0.1515;575;0;737;0;0
новый;0.1398;689;0;544;0;0
б/у;0.1509;0;1;0;1;0
новый;0.1733;564;0;506;0;0
новый;0.1691;575;0;399;0;0
б/у;0.1905;698;0;663;0;0
новый;0.15;576;0;439;0;0
новый;0.1516;613;0;515;0;1
новый;0.151;729;0;406;0;1
новый;0.2;734;0;717;0;0
б/у;0.3575;613;0;0;1;0
б/у;0.2;649;0;0;1;1
б/у;0.25;0;1;562;0;0
б/у;0.2;0;1;0;1;0
новый;0.15;709;0;0;1;0
новый;0.198;0;1;0;1;0
б/у;0.375;0;1;485;0;0
новый;0.3334;0;1;0;1;0
новый;0.6334;0;1;0;1;0
б/у;0.7917;670;0;486;0;0
новый;0.1508;654;0;766;0;0
б/у;0.15;736;0;517;0;0
б/у;0.1553;0;1;0;1;0
б/у;0.25;626;0;568;0;0
б/у;0.1923;714;0;709;0;0
новый;0.1002;700;0;652;0;0
новый;0.1331;726;0;588;0;0
новый;0.1501;651;0;597;0;0
новый;0.1036;620;0;527;0;0
б/у;0.1667;0;1;0;1;0
б/у;0.4484;607;0;517;0;0
новый;0.1;540;0;456;0;0
новый;0.3833;739;0;659;0;0
новый;0.4113;780;0;583;0;0
б/у;0.15;593;0;512;0;0
б/у;0.4751;760;0;786;0;0
новый;0.3287;686;0;545;0;0
новый;0.1965;491;0;0;1;0
б/у;0.3333;744;0;0;1;0
б/у;0.15;737;0;599;0;0
новый;0.4967;777;0;0;1;0
б/у;0.2857;538;0;0;1;0
б/у;0.2083;659;0;567;0;0
новый;0.1504;710;0;567;0;0
б/у;0.203;503;0;0;1;0
б/у;0.1505;632;0;485;0;0
новый;0.303;741;0;639;0;0
новый;0.3717;714;0;511;0;0
новый;0.5155;0;1;524;0;0
б/у;0.15;0;1;0;1;1
новый;0.6784;719;0;710;0;0
новый;0.1744;569;0;0;1;0
новый;0.1061;0;1;694;0;0
новый;0.1002;710;0;628;0;0
новый;0.2752;691;0;680;0;0
б/у;0.4667;629;0;657;0;0
новый;0.1245;0;1;783;0;0
новый;0.4656;0;1;0;1;0
новый;0.1618;684;0;536;0;0
новый;0.6852;0;1;0;1;0
новый;0.1003;578;0;581;0;0
б/у;0.6726;702;0;642;0;0
новый;0.1029;0;1;508;0;0
б/у;0.3776;0;1;698;0;0
новый;0.6993;759;0;0;1;0
б/у;0.1538;543;0;574;0;1
новый;0.1585;750;0;524;0;0
новый;0.437;724;0;583;0;0
б/у;0.2;0;1;0;1;0
новый;0.1521;0;1;0;1;0
новый;0.1451;634;0;526;0;0
новый;0.2828;0;1;569;0;0
новый;0.4711;0;1;0;1;0
б/у;0.1667;510;0;486;0;0
б/у;0.3265;491;0;364;0;0
новый;0.1001;600;0;300;0;1
б/у;0.2439;602;0;384;0;0
новый;0.6509;0;1;0;1;0
новый;0.3329;631;0;540;0;0
новый;0.4144;702;0;619;0;0
новый;0.1026;644;0;651;0;0
б/у;0.2;725;0;607;0;0
новый;0.3195;0;1;0;1;0
новый;0.4244;707;0;713;0;0
новый;0.1432;652;0;0;1;0
новый;0.4275;462;0;0;1;0
новый;0.1399;729;0;710;0;0
новый;0.1924;723;0;569;0;0
новый;0.1531;619;0;560;0;0
б/у;0.15;692;0;322;0;0
новый;0.1005;646;0;414;0;0
новый;0.5459;607;0;521;0;0
новый;0.1003;690;0;456;0;0
новый;0.1838;616;0;455;0;0
б/у;0.1535;0;1;464;0;0
новый;0.301;725;0;702;0;0
б/у;0.1724;705;0;619;0;0
новый;0.15;691;0;439;0;0
новый;0.1618;767;0;698;0;0
новый;0.1058;614;0;433;0;0
новый;0.2;742;0;574;0;0
б/у;0.2415;582;0;453;0;1
новый;0.1137;607;0;435;0;0
новый;0.367;702;0;634;0;0
новый;0.2059;611;0;576;0;0
б/у;0.3106;0;1;0;1;0
новый;0.15;0;1;681;0;0
новый;0.7588;0;1;0;1;0
новый;0.15;622;0;438;0;0
б/у;0.3929;0;1;651;0;0
новый;0.3008;576;0;523;0;0
новый;0.3846;546;0;0;1;1
б/у;0.15;586;0;568;0;0
новый;0.202;695;0;593;0;0
новый;0.339;753;0;0;1;0
б/у;0.6531;708;0;634;0;0
новый;0.1019;718;0;567;0;0
новый;0.5967;755;0;750;0;0
новый;0.1147;676;0;673;0;0
б/у;0.15;652;0;362;0;1
новый;0.3421;692;0;561;0;0
б/у;0.5882;716;0;642;0;0
новый;0.1045;546;0;0;1;0
б/у;0.4583;0;1;654;0;0
новый;0.2;633;0;314;0;1
новый;0.161;665;0;477;0;1
новый;0.6099;0;1;523;0;0
новый;0.1;672;0;394;0;0
новый;0.15;0;1;774;0;0
новый;0.1003;584;0;382;0;0
новый;0.376;693;0;582;0;0
б/у;0.1724;753;0;773;0;0
новый;0.3599;0;1;702;0;0
новый;0.1;682;0;551;0;0
б/у;0.4854;644;0;586;0;0
новый;0.1486;543;0;571;0;0
б/у;0.5412;551;0;0;1;0
новый;0.1504;0;1;0;1;0
б/у;0.2593;0;1;767;0;0
б/у;0.1852;648;0;554;0;0
б/у;0.253;512;0;318;0;0
новый;0.7489;648;0;667;0;0
новый;0.6477;763;0;733;0;0
новый;0.4647;689;0;595;0;0
новый;0.2137;636;0;0;1;0
б/у;0.16;627;0;383;0;0
новый;0.5007;682;0;0;1;0
б/у;0.2;563;0;521;0;0
б/у;0.2;639;0;575;0;0
б/у;0.15;580;0;396;0;1
новый;0.3466;661;0;0;1;0
новый;0.2004;0;1;0;1;1
новый;0.1353;0;1;0;1;0
новый;0.4428;707;0;624;0;0
б/у;0.1538;685;0;717;0;0
новый;0.341;577;0;282;0;0
новый;0.5541;765;0;676;0;0
новый;0.6803;640;0;570;0;0
новый;0.5158;0;1;0;1;0
б/у;0.1667;627;0;548;0;0
новый;0.1714;544;0;601;0;0
новый;0.4014;675;0;615;0;0
новый;0.3001;563;0;0;1;0
б/у;0;743;0;522;0;0
б/у;0.2;592;0;327;0;0
б/у;0.1531;622;0;478;0;0
новый;0.4636;560;0;457;0;0
новый;0.1539;0;1;707;0;0
б/у;0.5349;681;0;544;0;0
новый;0.1512;0;1;0;1;0
б/у;0.15;0;1;444;0;0
б/у;0.15;0;1;691;0;0
новый;0.6159;740;0;0;1;0
б/у;0.3273;543;0;571;0;0
новый;0.1;670;0;541;0;0
новый;0.8611;705;0;702;0;0
б/у;0.1514;0;1;413;0;1
б/у;0.15;719;0;753;0;0
новый;0.1247;596;0;464;0;0
новый;0.1484;585;0;509;0;0
новый;0.5562;755;0;641;0;0
новый;0.2371;717;0;0;1;0
новый;0.6989;780;0;660;0;0
б/у;0.15;726;0;551;0;0
б/у;0.3333;0;1;0;1;0
новый;0.15;0;1;674;0;0
новый;0.4026;0;1;685;0;0
новый;0.1047;0;1;0;1;0
новый;0.1502;713;0;583;0;0
новый;0.1681;509;0;539;0;0
б/у;0.15;709;0;518;0;0
новый;0.3171;768;0;744;0;0
б/у;0.15;587;0;511;0;0
новый;0.262;603;0;0;1;0
новый;0.3704;741;0;687;0;0
новый;0.5571;583;0;652;0;0
новый;0.2;584;0;558;0;0
новый;0.6014;700;0;0;1;0
б/у;0.4832;616;0;601;0;0
новый;0.1629;680;0;599;0;0
новый;0.2717;646;0;395;0;0
б/у;0.1643;680;0;536;0;1
новый;0.2287;590;0;522;0;0
новый;0.1026;0;1;0;1;0
новый;0.5001;675;0;489;0;0
новый;0.8688;730;0;632;0;0
новый;0.2788;710;0;615;0;0
б/у;0.2;0;1;0;1;0
новый;0.5432;0;1;0;1;0
новый;0.101;734;0;726;0;0
новый;0.2;684;0;610;0;0
новый;0.1516;706;0;411;0;0
новый;0.2545;0;1;591;0;0
новый;0.5743;633;0;0;1;0
новый;0.151;627;0;451;0;0
новый;0.3452;690;0;701;0;0
новый;0.1667;684;0;585;0;0
б/у;0.1526;641;0;511;0;0
новый;0.2;668;0;650;0;0
новый;0.1002;728;0;423;0;0
новый;0.5309;747;0;0;1;0
новый;0.1005;687;0;550;0;0
новый;0.3402;700;0;734;0;0
новый;0.2;571;0;559;0;1
б/у;0.15;0;1;0;1;0
новый;0.1655;693;0;566;0;0
новый;0.3587;656;0;715;0;0
б/у;0.5638;640;0;505;0;0
новый;0.5006;0;1;0;1;0
б/у;0.2;649;0;600;0;0
новый;0.2778;574;0;416;0;0
новый;0.3;729;0;600;0;0
б/у;0.6587;738;0;662;0;0
б/у;0.15;0;1;0;1;0
б/у;0.2;624;0;620;0;0
новый;0.1475;608;0;557;0;0
б/у;0.4;0;1;554;0;0
новый;0.1931;469;0;345;0;0
новый;0.4;774;0;663;0;0
б/у;0.15;0;1;526;0;1
новый;0.1769;781;0;688;0;0
б/у;0.1615;671;0;0;1;0
новый;0.1003;646;0;379;0;0
б/у;0.1523;569;0;0;1;0
б/у;0.2;0;1;0;1;0
новый;0.1028;0;1;743;0;0
новый;0.1275;661;0;503;0;0
новый;0.6545;0;1;0;1;0
новый;0.5041;647;0;518;0;0
новый;0.1047;581;0;564;0;0
б/у;0.52;599;0;567;0;0
новый;0.4768;677;0;577;0;0
новый;0.1704;758;0;622;0;0
новый;0.1146;655;0;491;0;0
новый;0.1026;645;0;625;0;0
новый;0.5794;684;0;754;0;0
б/у;0.6316;741;0;445;0;0
новый;0.1205;634;0;509;0;0
новый;0.5409;622;0;576;0;0
б/у;0.2667;0;1;0;1;0
б/у;0.1506;739;0;475;0;0
б/у;0.2105;659;0;521;0;0
новый;0.1764;703;0;555;0;0
новый;0.1961;660;0;512;0;0
новый;0.107;644;0;547;0;0
новый;0.1774;606;0;0;1;0
новый;0.1008;698;0;591;0;0
новый;0.2398;705;0;571;0;0
б/у;0.3065;0;1;0;1;0
новый;0.6007;714;0;710;0;0
б/у;0.15;605;0;461;0;1
новый;0.1579;686;0;682;0;0
новый;0.5085;718;0;637;0;0
б/у;0.1855;736;0;470;0;1
новый;0.2179;682;0;586;0;0
новый;0.2474;589;0;527;0;0
новый;0.1;658;0;468;0;0
новый;0.15;0;1;676;0;0
б/у;0.5138;615;0;0;1;0
б/у;0.3704;475;0;352;0;1
б/у;0.1575;679;0;664;0;0
б/у;0.2727;646;0;566;0;0
новый;0.1502;0;1;599;0;0
б/у;0.5882;710;0;661;0;0
новый;0.182;0;1;505;0;0
новый;0.2591;0;1;658;0;0
новый;0.1027;0;1;629;0;0
новый;0.3133;0;1;0;1;0
б/у;0.2045;0;1;485;0;0
новый;0.2642;713;0;778;0;0
б/у;0.16;0;1;417;0;1
б/у;0.3407;687;0;712;0;1
новый;0.3497;759;0;665;0;0
б/у;0.2308;0;1;396;0;0
новый;0.1507;698;0;0;1;0
б/у;0.7273;713;0;642;0;0
новый;0.4061;760;0;808;0;0
б/у;0.1556;0;1;0;1;0
новый;0.5149;0;1;453;0;0
новый;0.3175;592;0;364;0;0
б/у;0.4065;706;0;596;0;0
новый;0.4847;689;0;512;0;0
новый;0.2;0;1;578;0;0
новый;0.2041;647;0;605;0;0
новый;0.1571;0;1;0;1;0
новый;0.1;678;0;639;0;0
новый;0.3578;760;0;587;0;0
новый;0.2087;640;0;570;0;0
б/у;0.3002;589;0;565;0;0
новый;0.1509;646;0;670;0;0
новый;0.3104;670;0;726;0;0
новый;0.1542;594;0;457;0;0
новый;0.5891;731;0;630;0;0
новый;0.3;680;0;743;0;0
новый;0.3;680;0;743;0;0
новый;0.3;680;0;743;0;0
новый;0.3;680;0;743;0;0
новый;0.3;680;0;743;0;0
новый;0.1501;747;0;801;0;0
новый;0.1007;581;0;434;0;0
новый;0.1016;0;1;683;0;0
новый;0.4642;760;0;607;0;0
новый;0.322;0;1;0;1;0
новый;0.1733;713;0;633;0;0
б/у;0.1613;562;0;366;0;1
новый;0.1021;711;0;623;0;0
новый;0.3;724;0;617;0;0
новый;0.4783;671;0;529;0;0
б/у;0.1379;606;0;532;0;1
новый;0.1;0;1;406;0;1
б/у;0.5;0;1;0;1;0
новый;0.6253;665;0;675;0;0
новый;0.4533;655;0;0;1;0
новый;0.4369;0;1;0;1;0
б/у;0.7143;551;0;400;0;0
б/у;0.2;666;0;529;0;0
новый;0.1507;624;0;535;0;0
новый;0.1849;0;1;0;1;0
новый;0.1921;627;0;0;1;0
б/у;0.3636;534;0;490;0;0
новый;0.15;0;1;0;1;0
новый;0.1001;722;0;665;0;0
новый;0.4108;0;1;0;1;0
новый;0.5025;632;0;535;0;0
новый;0.1;0;1;0;1;0
новый;0.4772;483;0;0;1;0
новый;0.2047;606;0;503;0;0
новый;0.5004;0;1;0;1;0
б/у;0.1846;675;0;406;0;1
новый;0.1429;564;0;411;0;0
новый;0.2677;524;0;522;0;0
новый;0.197;611;0;620;0;0
новый;0.6186;0;1;622;0;0
новый;0.1684;609;0;424;0;1
новый;0.3;651;0;549;0;0
новый;0.15;766;0;618;0;0
новый;0.5968;0;1;0;1;0
б/у;0.5278;647;0;444;0;0
б/у;0.7436;696;0;637;0;0
новый;0.1;0;1;503;0;0
новый;0.7831;645;0;684;0;0
новый;0.4688;716;0;583;0;0
б/у;0.1541;678;0;411;0;1
б/у;0.2041;540;0;506;0;0
новый;0.1818;0;1;800;0;0
новый;0.2;696;0;580;0;0
новый;0.1387;665;0;0;1;0
новый;0.1069;674;0;580;0;0
новый;0.1887;463;0;382;0;0
новый;0.1011;683;0;629;0;0
новый;0.5225;648;0;0;1;0
новый;0.2;579;0;471;0;0
новый;0.1;769;0;626;0;0
б/у;0.4598;465;0;0;1;0
б/у;0.3051;600;0;494;0;0
б/у;0.1716;553;0;0;1;0
новый;0.1519;470;0;0;1;1
новый;0.7067;763;0;0;1;0
б/у;0.3729;657;0;526;0;0
б/у;0.2857;0;1;0;1;0
новый;0.1954;513;0;0;1;0
новый;0.1126;559;0;544;0;0
новый;0.6727;617;0;0;1;0
новый;0.1036;587;0;393;0;0
новый;0.1346;651;0;483;0;0
новый;0.1504;642;0;453;0;0
новый;0.3096;0;1;612;0;0
новый;0.2;0;1;500;0;0
новый;0.2686;679;0;478;0;0
новый;0.3016;717;0;594;0;0
б/у;0.2;599;0;455;0;0
новый;0.6716;587;0;0;1;0
новый;0.1003;635;0;477;0;1
б/у;0.4545;649;0;0;1;0
б/у;0.15;772;0;679;0;0
новый;0.2386;649;0;487;0;0
б/у;0.2;709;0;678;0;0
новый;0.1019;0;1;592;0;0
б/у;0.1906;741;0;480;0;1
б/у;0.4444;604;0;557;0;0
б/у;0.3536;687;0;565;0;1
новый;0.1005;685;0;705;0;0
б/у;0.2128;549;0;640;0;0
новый;0.3549;0;1;658;0;0
б/у;0.15;593;0;642;0;0
б/у;0.339;684;0;0;1;0
новый;0.2307;695;0;559;0;0
новый;0.102;721;0;536;0;0
новый;0.4047;0;1;0;1;0
новый;0.1;623;0;438;0;0
новый;0.3004;725;0;0;1;0
новый;0.1;589;0;421;0;0
новый;0.5752;0;1;651;0;0
новый;0.1831;0;1;0;1;0
новый;0.3122;711;0;589;0;0
б/у;0.4062;650;0;571;0;1
новый;0.4437;0;1;584;0;0
новый;0.1003;0;1;529;0;1
б/у;0.25;723;0;0;1;0
б/у;0.1511;689;0;637;0;0
новый;0.6288;695;0;790;0;0
б/у;0.4545;0;1;722;0;0
новый;0.3499;601;0;624;0;0
новый;0.1012;0;1;636;0;0
новый;0.1185;535;0;566;0;0
новый;0.255;618;0;507;0;0
б/у;0.1501;774;0;0;1;1
новый;0.5109;679;0;0;1;0
новый;0.6586;0;1;682;0;0
новый;0.4005;743;0;596;0;0
новый;0.4592;641;0;0;1;0
новый;0.7143;684;0;0;1;0
новый;0.3436;770;0;0;1;0
новый;0.1886;659;0;525;0;0
новый;0.2057;645;0;0;1;0
новый;0.1024;645;0;0;1;0
новый;0.3;645;0;648;0;0
новый;0.1;608;0;505;0;0
новый;0.1012;582;0;556;0;0
новый;0.7835;729;0;673;0;0
новый;0.2103;669;0;645;0;0
новый;0.3306;0;1;0;1;0
б/у;0.1587;664;0;600;0;0
новый;0.4932;690;0;616;0;0
б/у;0.1891;0;1;0;1;0
новый;0.1;0;1;0;1;0
б/у;0.3215;637;0;555;0;0
новый;0.1502;732;0;727;0;0
новый;0.5025;705;0;662;0;0
новый;0.1;725;0;605;0;0
б/у;0.2;666;0;0;1;0
новый;0.1511;644;0;618;0;0
новый;0.122;777;0;0;1;0
новый;0.5294;532;0;583;0;0
новый;0.4789;548;0;562;0;0
новый;0.3859;0;1;606;0;0
б/у;0.1538;725;0;0;1;0
б/у;0.3614;581;0;528;0;0
новый;0.2;495;0;412;0;0
новый;0.1501;0;1;690;0;0
новый;0.6397;0;1;636;0;0
новый;0.1814;673;0;523;0;0
новый;0.2;758;0;674;0;0
новый;0.101;741;0;722;0;0
новый;0.3648;679;0;0;1;0
новый;0.2;685;0;393;0;1
б/у;0.3631;681;0;519;0;0
новый;0.1254;799;0;0;1;0
новый;0.1791;518;0;391;0;0
новый;0.7432;0;1;714;0;0
б/у;0.2703;685;0;549;0;0
новый;0.2538;734;0;637;0;0
новый;0.2607;739;0;0;1;0
новый;0.156;654;0;525;0;0
б/у;0.1512;712;0;506;0;0
новый;0.1036;705;0;561;0;0
б/у;0.6565;766;0;0;1;0
новый;0.2597;703;0;603;0;0
новый;0.2929;732;0;629;0;0
новый;0.1235;0;1;0;1;0
новый;0.5242;434;0;311;0;0
новый;0.151;0;1;0;1;0
б/у;0.1515;701;0;457;0;0
новый;0.1042;578;0;464;0;0
б/у;0.15;0;1;0;1;0
новый;0.15;683;0;732;0;0
новый;0.1515;700;0;598;0;0
новый;0.1425;600;0;397;0;0
новый;0.1123;606;0;539;0;0
б/у;0.2745;0;1;0;1;0
б/у;0.3011;534;0;536;0;0
новый;0.1;738;0;644;0;0
новый;0.1005;760;0;680;0;0
б/у;0.1825;602;0;404;0;0
новый;0.101;774;0;647;0;0
новый;0.5347;743;0;598;0;0
новый;0.3117;703;0;656;0;0
новый;0.2;568;0;612;0;1
б/у;0.1508;0;1;0;1;0
новый;0.1513;0;1;531;0;0
б/у;0.1727;0;1;578;0;0
новый;0.4756;727;0;0;1;0
б/у;0.3396;443;0;615;0;0
новый;0.4902;599;0;374;0;0
новый;0.2783;704;0;515;0;0
новый;0.2388;0;1;0;1;0
новый;0.4167;705;0;0;1;0
новый;0.1002;702;0;417;0;0
б/у;0.3939;722;0;678;0;0
новый;0.1513;0;1;353;0;1
б/у;0.3;0;1;595;0;0
новый;0.2309;585;0;598;0;0
б/у;0.15;587;0;0;1;0
новый;0.434;469;0;708;0;0
новый;0.1;671;0;538;0;0
новый;0.5684;0;1;692;0;0
новый;0.4842;695;0;643;0;0
новый;0.1852;775;0;495;0;0
б/у;0.15;649;0;592;0;0
новый;0.5324;489;0;399;0;0
новый;0.6806;0;1;0;1;0
б/у;0.2016;570;0;0;1;0
новый;0.1039;778;0;646;0;0
новый;0.2101;0;1;0;1;0
новый;0.1;597;0;0;1;0
новый;0.1;655;0;650;0;0
б/у;0.4308;654;0;509;0;0
новый;0.4283;780;0;0;1;0
новый;0.3743;731;0;605;0;0
новый;0.1505;665;0;548;0;0
б/у;0;719;0;670;0;0
новый;0.4049;677;0;0;1;0
новый;0.3086;630;0;548;0;0
новый;0.7161;0;1;0;1;0
новый;0.4139;665;0;673;0;0
новый;0.2865;579;0;484;0;0
новый;0.1;726;0;654;0;0
новый;0.101;640;0;612;0;0
б/у;0.5983;632;0;581;0;0
новый;0.3964;585;0;408;0;0
новый;0.1764;664;0;547;0;0
новый;0.1238;641;0;545;0;0
новый;0.5195;0;1;0;1;0
новый;0.2362;728;0;533;0;0
новый;0.3;763;0;746;0;0
б/у;0.2055;725;0;581;0;0
новый;0.1216;0;1;546;0;0
новый;0.1138;688;0;698;0;0
б/у;0.172;628;0;384;0;0
новый;0.113;760;0;632;0;0
новый;0.1019;621;0;527;0;0
новый;0.2667;0;1;658;0;0
б/у;0.2;580;0;547;0;0
б/у;0.4702;0;1;0;1;0
новый;0.2165;655;0;641;0;0
новый;0.1971;443;0;0;1;0
новый;0.8178;0;1;0;1;0
новый;0.318;0;1;640;0;0
новый;0.4783;665;0;0;1;0
новый;0.3373;680;0;486;0;0
новый;0.2464;776;0;0;1;0
б/у;0.1501;486;0;337;0;0
б/у;0.2182;674;0;769;0;0
новый;0.1001;631;0;410;0;0
новый;0.2122;0;1;0;1;0
новый;0.1;638;0;636;0;0
новый;0.5748;740;0;569;0;0
